katakana	english
フリージア	freesia
フリーハンド	freehand
フローレンス	Florence
ブギ	boogie
ブラッド	blood
プリインストール	preinstall
プログレス	progress
ヘッドライン	headline
ヘパリン	heparin
ベドウィン	Bedouin
ベンフィカ	Benfica
ペディキュア	pedicure
ペルセウス	Perseus
ホリスティック	holistic
ボンゴレ	vongole
ボーテ	beaute
ボールト	vault
ポトマック	Potomac
ポリペプチド	polypeptide
マイクロホン	microphone
マルティ	Marti
マンスリー	monthly
ミネストローネ	minestrone
ムーニー	Mooney
メディケア	Medicare
モスリン	muslin
モノ	mono
モノグラフ	monograph
ユーディット	Judit
ライニング	lining
ラインハルト	Reinhard
ラナンキュラス	Ranunculus
リポ	lipo
ルコント	Lecomte
ルミナリエ	luminarie
ワール	wal
アイーダ	Aida
アクアビクス	aquavics
アルキ	Harki
アルブ	Albu
アレグロ	allegro
イヌイット	Inuit
イミテーション	imitation
ウィリス	Willis
ウラノス	Ouranos
エイダ	Ada
エンコーディング	encoding
オベリスク	obelisk
オルソ	ortho
オーラス	all last
ガルフ	gulf
ガルボ	Garbo
ガーデナー	gardener
キシリトール	xylitol
キナ	Kina
キューティクル	cuticle
ギャンブラー	gambler
クリムソン	crimson
クレアチニン	creatinine
クロッカス	crocus
グルカン	glucan
ケインジアン	Keynesian
ケーディス	Kades
ゲッベルス	Goebbels
コミュニケート	communicate
コーポ	corporate house
ゴング	gong
ササン	Sasan
サザーランド	Sutherland
サービスマン	serviceman
シャイニング	shining
シャレード	charade
シャーレ	Schale
シュトゥットガルト	Stuttgart
シルト	silt
ジャララバード	Jalalabad
スコアリング	scoring
スタッグ	stag
ステン	soutien
ストーク	stork
スニフ	Sniff
スプロール	sprawl
スペシャリティー	specialty
スポイル	spoil
スポルティーボ	sportivo
セルジューク	Seljuk
セーシェル	Seychelles
タラゴン	tarragon
チトー	Tito
チャンプ	champ
テニアン	Tinian
テースティング	tasting
ディレクション	direction
デウス	Deus
トポロジー	topology
トルソー	torso
トーチカ	tochka
ニアレスト	nearest
ノロウイルス	Norovirus
ノーラン	Nolan
ハズ	husband
ハンチ	haunch
ハンドベル	handbell
バウアー	Bauer
ヒューリスティック	heuristic
ファンクショナル	functional
フィッツジェラルド	Fitzgerald
フォアハンド	forehand
フローラン	Florent
プルートー	Pluto
ヘイリー	Hailey
ヘルダー	Herder
ヘルムホルツ	Helmholtz
ベガ	Vega
ベンジン	benzine
ベント	bent
ホーソーン	Hawthorne
ボガート	Bogart
ボーボワール	Beauvoir
ポアンカレ	Poincare
マクゴナガル	McGonagall
マクミラン	Macmillan
マジェ	majesty
マリーシア	malicia
マルキシズム	Marxism
ミケーネ	Mycenae
ムンド	mundo
モーターカー	motorcar
モーパッサン	Maupassant
ユッカ	yucca
ラスボス	last boss
ラツィオ	Lazio
ラーガ	raga
リザルト	result
リトグラフ	lithograph
リュート	lute
リューベック	Lubeck
リリエンタール	Lilienthal
ルクス	Lux
ルッコラ	rucola
レシプロ	reciprocating
レーベン	Leben
ロッソ	Rosso
ローヌ	Rhone
アテンション	attention
アナザー	another
アブストラクト	abstract
アミド	amido
アルギン	algin
アルファルファ	alfalfa
アロケーション	allocation
ウィルクス	Wilkes
ウエーティング	waiting
エコロジカル	ecological
エフライム	Ephraim
エメルソン	Emerson
エンゲル	Engel
オキシドール	oxydol
オフショア	offshore
オペル	Opel
オーディエンス	audience
オールウェーズ	always
ガッシュ	gouache
ガルブレイス	Galbraith
クラビーア	Klavier
クレスト	crest
クレッシェンド	crescendo
グウィネス	Gwyneth
コリジョン	collision
コンティ	Conti
コンポジット	composite
ゴーゴリ	Gogol
ゴート	goat
サラトガ	Saratoga
サントリーニ	Santorini
サーマル	thermal
シアー	seer
シェワルナゼ	Shevardnadze
シャペロン	chaperone
シャングリラ	Shangri La
シュナーベル	Schnabel
シュノーケル	Schnorchel
シリンジ	syringe
シンカー	sinker
シーマン	Seaman
ジェム	gem
スタンドオフ	stand-off
スピーク	speak
セサール	Cesar
ソーイング	sewing
タコス	tacos
タルコーニ	Tarconi
ダージリン	darjeeling
チェチリア	Cecilia
チュニス	Tunis
チュー	Chou
チンダル	Tyndale
ティールーム	tearoom
テレメーター	telemeter
テレーズ	Therese
デカダンス	decadence
デュルケーム	Durkheim
トオリル	To'oril
トランスジェニック	transgenic
トレゼゲ	Trezeguet
ドブソン	Dobson
ナックル	knuckle
ハープシコード	harpsichord
バオバブ	baobab
バカラ	Baccarat
バセット	basset
ババロア	bavarois
バンドワゴン	bandwagon
パーキンズ	Perkins
ビスフェノール	bisphenol
ビヒクル	vehicle
ビビアーニ	Viviani
ピジョン	pigeon
ピピン	Pippin
ピリニャーク	Pilniak
ピレネー	Pyrenees
ファンタジア	fantasia
フォレット	Follett
フラバンジェノール	flavangenol
フリック	Flick
フロック	frock
ブリタニア	Britannia
ブーゲンビレア	bougainvillea
プラグマティズム	pragmatism
プリン	purine
ヘキサ	hexa
ベッキオ	vecchio
ペアレント	parent
ペシミズム	pessimism
ペッティング	petting
ペネロペ	Penelope
ホジキン	Hodgkin
ホームルーム	homeroom
ボツリヌス	botulinus
ボーロ	bolo
ポプリ	potpourri
ポンパドゥール	pompadour
マカダミア	Macadamia
マセラティ	Maserati
マドラス	Madras
マロニエ	marronnier
マーヤー	maya
ムービング	moving
メスシリンダー	MeBzylinder
メラノサイト	melanocyte
メリーゴーランド	merry-go-round
モレ	mole
ユニゾン	unison
ラウラ	Laura
ランバート	Lambert
リタイアメント	retirement
リビエラ	Riviera
リベット	rivet
リレーショナル	relational
ルチル	rutile
ルビッチ	Lubitsch
レクチン	lectin
レティシア	Leticia
アイル	isle
アクバル	Akbar
アゴラ	agora
アセチレン	acetylene
アセンション	ascension
アリシン	allicin
アンダマン	andaman
アンダンテ	andante
イートン	Eton
イールド	yield
ウィンチェスター	Winchester
ウバイド	Ubaid
エクステンション	extension
エミュレーター	emulator
エリテマトーデス	erythematodes
エルリク	Erlik
エンボス	emboss
オリンポス	Olympos
カウアイ	Kauai
カッセル	Kassel
カルキ	kalk
カンタベリー	Canterbury
カンパリ	campari
カンブリア	Cambria
カーフ	calf
ガゼル	gazelle
クリッカー	clicker
クリー	Cree
クワイア	choir
グロース	growth
グローリー	glory
グール	ghoul
ゲルデラー	Goerdeler
コジェネレーション	cogeneration
コドン	codon
コメット	comet
コロシアム	coliseum
コロニアル	colonial
コンバイン	combine
コンフィ	confit
コンフュージョン	confusion
サセックス	Sussex
サターン	Saturn
サディスト	sadist
サンタナ	Santana
ザグレブ	Zagreb
シェストフ	Shestov
シェーンベルク	Schonberg
シナトラ	Sinatra
シュティルナー	Stirner
シルベスター	Sylvester
ジグムント	Zygmunt
ジムカーナ	gymkhana
スカイダイビング	skydiving
スキッパー	skipper
スラローム	slalom
スリザリン	Slytherin
セリン	serine
チミン	thymine
チャップマン	Chapman
チャツネ	catni
テレイグジスタンス	telexistence
テレフンケン	Telefunken
トキソイド	toxoid
トンエスダブリューユー	TonSWU
ドーマン	Doman
ナスカ	Nazca
ニグロ	negro
ニコルス	Nichols
ニューカッスル	Newcastle
ネスカフェ	Nescafe
ノリス	Norris
ハルゼー	Halsey
ハルト	halt
ハントケ	Handke
バイソン	bison
バズ	buzz
バッテラ	bateira
バークシャー	Berkshire
パニエ	pannier
パブリッシング	publishing
パンチング	punching
ビトルビウス	Vitruvius
ビバルディ	Vivaldi
フェイル	fail
フォトン	photon
フォールス	FALSE
ブラフマー	Brahma
ブリュンヒルド	Brunhild
プラット	Platt
プレーリー	prairie
プロトン	Proton
ベイブ	babe
ペイトン	Paton
ホエール	whale
ホメイニ	Khomeini
ホレイシオ	Horatio
ボダ	Boda
ボッティチェリ	Botticelli
ポポロ	popolo
ミニバス	minibus
ミラージュ	mirage
モンテッソリ	Montessori
モートン	Morton
ラスコーリニコフ	Raskolnikov
リダクション	reduction
リノリウム	linoleum
リパーゼ	lipase
リフィル	refill
リムーバブル	removable
ルンバ	rumba
レッサー	lesser
レンネンカンプ	Lennenkampf
ロッサ	rossa
ロバートソン	Robertson
ローデシア	Rhodesia
ロールズ	Rawls
アイム	'm
アシスタンス	assistance
アスコルビン	ascorbic
アスター	aster
アデノシン	adenosine
アトミック	atomic
アニス	anise
アマポーラ	Amapola
アルパイン	Alpine
アルビーノ	albino
アンタッチャブル	untouchable
イグアナ	iguana
イネス	Innes
インジェクション	injection
インテグレーション	integration
インテリゲンチャ	intelligentsiya
インボイス	invoice
ウェストン	Weston
ウエルネス	wellness
エゴン	Egon
エスメラルダ	Esmeralda
エルトン	Elton
エレクトロン	electron
エンドソーム	endosome
オイラー	Euler
オウン	own
オルドー	Ordo
オートミール	oatmeal
カイテル	Keitel
カナール	canard
カブリオレ	cabriolet
カラチ	Karachi
カーシュ	Kersh
カーマ	kerma
ガリウム	gallium
ギイ	Guy
クアハウス	Kurhaus
クインシー	Quincy
クライテリア	criteria
クロスワード	crossword
クロマトグラフィー	chromatography
クロル	Chlor
グロリア	gloria
コキュ	cocu
コレジオ	collegio
コロンボ	Colombo
コンダクター	conductor
コンドルセ	Condorcet
コーディング	coding
サルベージ	salvage
サーモ	thermo
シスプラチン	cisplatin
シーケンサー	sequencer
ジェロニモ	Geronimo
スケルツォ	scherzo
スターダスト	stardust
スターティング	starting
スチムソン	Stimson
ストライド	stride
ストークス	Stokes
スバ	Suva
スライサー	slicer
スーパーチャージャー	supercharger
セサミ	sesame
セレブリティー	celebrity
ソフィーナ	Sofina
ターキー	turkey
ダイマー	dimer
ダフ	duff
チェロキー	Cherokee
チャウダー	chowder
ツァンポ	Tsangpo
ティチアーノ	Tiziano
ティラノサウルス	Tyrannosaurus
ティーチャー	teacher
テオフィリン	theophylline
テクニシャン	technician
ディジョン	Dijon
ディナール	dinar
デフォー	Defoe
デューラー	Durer
トゥイーン	tween
トライオン	Tryon
トリエステ	Trieste
トークン	token
ドルチェ	dolce
ドードー	dodo
ナック	nack
ナード	nerd
ニトログリセリン	nitroglycerine
ハラー	Haller
ハルドゥーン	Khaldun
ハンカチーフ	handkerchief
バウンス	bounce
バル	Val
バーンスタイン	Bernstein
パスキン	Pascin
ヒメネス	Jimenez
ピート	peat
フィリー	filly
フィージビリティー	feasibility
フォクストン	Foxton
フォーディズム	Fordism
フレーゲ	Frege
フロギストン	Phlogiston
フーゴ	Fugo
ブハーリー	Bukhari
プロップ	prop
ベリ	Verri
ベレン	Belem
ペアリング	pairing
ポスティング	posting
マクマホン	McMahon
マハティール	Mahathir
ミオグロビン	myoglobin
ムチン	mucin
メビウス	Mobius
モアイ	moai
モデラー	modeler
モンドリアン	Mondriaan
モーブ	mauve
ラザー	Rather
ランドスケープ	landscape
ラーケン	laken
リアリスティック	realistic
リンガ	lingua
リンツ	lindt
リンポチェ	Rinpoche
ルガー	Luger
ルピナス	Lupinus
レオタード	leotard
レナ	Lena
レンヌ	Rennes
ロムルス	Romulus
ロンダリング	laundering
ワー	were
アイスバーン	Eisbahn
アサルト	assault
アジャスト	adjust
アトキンソン	Atkinson
アトス	Atos/Atoz
アネックス	annex
アブサロム	Absalom
アブドゥルカシム	Abdiqassim
アマラ	Amara
アミロイド	amyloid
アラウ	Arrau
アーチャー	Archer
イコライザー	equalizer
イシュー	issue
イソ	iso
インスブルック	Innsbruck
インディアナ	Indiana
ウィッシュボーン	wishbone
ウルドゥー	Urdu
エキジビション	exhibition
エスト	est
エスニシティー	ethnicity
エドアルド	Eduardo
オラトリオ	oratorio
オリオール	oriole
カゼイン	Kasein
カディス	Cadiz
カルダモン	cardamon
カレンシー	currency
カンナ	Canna
キャッチー	catchy
キューティー	cutie
ギャロップ	gallop
クリフトン	Clifton
クルーガー	kluger
クロマトグラフ	chromatograph
クロール	crawl
グティエレス	Gutierrez
グレイン	grain
グレーテル	Gretel
コブ	Cobb
コマンダー	commander
コンポジション	composition
コージー	cozy
ゴット	got
ゴブラン	Gobelin
サイエンティフィック	scientific
サバイバー	survivor
サビーナ	Sabina
サンダース	Sanders
サーチライト	searchlight
ザカリアン	Zakarian
シアノ	cyano
シャーリーズ	Charlize
シュリンプ	shrimp
シンクレア	Sinclair
ジョクジャカルタ	Jokjakarta
スノッブ	snob
スレーヤー	slayer
ゼネラリスト	generalist
タコメーター	tachometer
タレ	talent
チェーサー	chaser
チトクロム	Cytochrom
チューバ	tuba
ツルゲーネフ	Turgenev
テレポート	teleport
デクスター	Dexter
デューティー	duty
トラフ	trough
トランジション	transition
ドネペジル	donepezil
ドミンゴ	Domingo
ドライブウエー	driveway
ドルト	Dolto
ドワイト	Dwight
ドーハ	Doha
ニヒル	nihil
ニョッキ	gnocchi
ノゲイラ	Nogueira
ノンアルコール	nonalcohol
バイオレーション	violation
バッフル	baffle
バンビ	Bambi
バートレット	Bartlett
バーン	burn
パリティー	parity
パンパ	pampa
ヒドラ	Hydra
ビエンナーレ	biennale
ビオ	bio-
ビジネスライク	businesslike
ビタ	Vita
ビフィズス	bifidus
ビーフン	bihun
ピネラ	Piniella
ファンネル	funnel
フィスク	Fisk
フィリッポ	Filippo
フェーバリット	favorite
フォルマント	formant
ブラッキー	Blackie
ブールバール	boulevard
プエブロ	pueblo
プロクシマイヤー	Proxmire
プロテオミクス	proteomics
ペタンク	petanque
ペナン	Penang
ペロポネソス	Peloponnesos
ペントハウス	penthouse
ボブ	bob
ボルヘス	Borges
ボーガン	bowgun
ポートマン	portman
マイカ	mica
マイコプラズマ	mycoplasma
ミディ	midi
メフィストフェレス	Mephistopheles
モノクローム	monochrome
モビリオ	Mibilio
モリヨン	Morillon
ラクタム	lactam
リスキー	risky
リノレン	linolen
リレバン	relationship banking
ルード	Ludo
レーガノミックス	Reaganomics
ロエベ	Loewe
ロザモンド	Rosamond
ロッシーニ	Rossini
ワーゲン	wagen
アクセラレーター	accelerator
アクロポリス	acropolis
アニムス	animus
アヌビス	Anubis
アマチュアリズム	amateurism
アメージング	amazing
アリアス	Arias
アリエス	Aries
アルカローシス	alkalosis
アレー	array
アンジェ	Angers
アーシング	earthing
アーティチョーク	artichoke
アームチェア	armchair
イノシン	inosinic
イレウス	ileus
インストルメンタル	instrumental
ウィメンズ	women's
ウェポン	weapon
エクステ	extention
エゴイスト	egoist
エスファハン	Esfahan
オ	au
オイケン	Eucken
オクトーバー	October
オランジュリー	orangerie
オンディーヌ	Ondine
オーバーコート	overcoat
オーバーラン	overrun
カウツキー	Kautsky
カチオン	Kation
カルボキシル	carboxyl
ガマ	Gama
キッチュ	Kitsch
キトサン	chitosan
キュア	cure
ギルガメシュ	Gilgamesh
クインテット	quintet
クイーンズランド	Queensland
クレードル	cradle
グラッセ	glace
グラフィカル	graphical
グロック	glock
ケータリング	catering
ケーン	kaen
コペン	Copen
コンサ	consultant
サルビア	salvia
サーフボード	surfboard
サーロイン	sirloin
シエル	ciel
シトラス	citrus
シャリーア	Shariah
シャルドネ	Chardonnay
シュシュ	scrunchy
シュバリエ	Chevalier
シュールレアリスト	surrealist
シーター	seater
ジャンガリアン	Djungarian
ジャンキー	junkie
ジュニ	Juni Cortez
ジュリアナ	Juliana
スクデット	scudetto
スケーター	skater
スタジャン	stadium jumper
スートラ	sutra
スーン	soon
セミョーノフ	Semenov
ダウンサイジング	downsizing
ダランベール	d'Alembert
ダンディズム	dandyism
チャウン	Chown
チャールストン	Charleston
チョモランマ	Chomolungma
ツァイス	Zeiss
ティース	teeth
テオティワカン	Teotihuacan
テクノクラート	technocrat
テルマ	Thelma
ディスティラリー	distillery
デイモン	Damon
トイレタリー	toiletry
トリニトロン	Trinitron
ドゥミ	demi
ナグマホン	nagmachon
ナルシシスト	narcissist
ニッセン	Nissen
ニューラル	neural
ヌーディー	nuddy
ネス	Ness
ノッチ	notch
ノルデン	norden
ハイゼンベルク	Heisenberg
ハイメ	Jaime
ハスラー	hustler
バレット	Barrett
バレンティーナ	Valentina
パオロ	Paolo
パターソン	Patterson
パラス	Pallas
パロミデス	Palomides
ヒロポン	Philopon
ピエ	pie
ピエタ	Pieta
ピューリタニズム	Puritanism
ピロー	pillow
ピンホール	pinhole
ファシリティー	facility
ファーニチャー	furniture
フィレット	fillet
フォーティー	forty
フラックス	flux
フリューゲル	Flugel
フレアー	Flair
フレール	Frere
ブタン	butane
ブラスト	blast
ブリオッシュ	brioche
ブリスベーン	Brisbane
ブレーブ	brave
ヘム	heme
ペタン	Petain
ペンクロフ	Pencroft
ホイジンガ	Huizinga
ホルスト	Holst
ポッケ	pocket
ポリペクトミー	polypectomy
ポーシャ	Portia
マサダ	Masada
マリオネット	marionnette
マリンバ	marimba
マルトース	maltose
マントラ	mantra
マール	Maar
ミゼラブル	miserable
メトリ	Mettrie
メンバーシップ	membership
モイスチャー	moisture
モディファイ	modify
ユンボ	yumbo
ラファエロ	Raffaello
ランチア	Lancia
リフレクター	reflector
リリック	lyric
ルパート	Rupert
ルーベンス	Rubens
レイオフ	lay-off
ロビン	robin
ロレッタ	Loretta
ローザンヌ	Lausanne
ローテク	low technology
ロープウエー	ropeway
ローム	loam
ローライズ	lowrise
ワーズワース	Wordsworth
アイホール	eyehole
アエネイス	Aeneis
アカンサス	Acanthus
アグ	agriculture
アディール	Adill
アトリー	Attlee
アネルギー	anergy
アメリカズ	America's
アランフェス	Aranjuez
アルキッド	alkyd
アルトゥール	Arthur
アルフォンソ	Alfonso
インパール	Imphal
インフィニティ	infinity
インプレッション	impression
ウイナー	winner
ウェッブ	Webb
ウエハース	wafers
ウーリー	woolly
エコロジスト	ecologist
エステティシャン	estheticien
エルク	elk
エンドルフィン	endorphin
オストフリースラント	Ostfriesland
オデュッセウス	Odysseus
オプティ	opti
オリエンタリズム	orientalism
オーバーハング	overhang
オーバーヘッド	overhead
カスタネット	castanet
カルカロフ	Karkaroff
カルー	Karoo
カロッツェリア	carrozzeria
カンタービレ	cantabile
ガウディ	Gaudi
キセノン	Xenon
キャビティー	cavity
キャンベル	Campbell
キヨズ	kiyo's
ギャレス	Gareth
クルル	Krull
クレア	clair
クローザー	closer
グライシンガー	Greisinger
グリズリー	grizzly
ケーシング	casing
ゲリ	Geli
ゲルト	Geld
コジモ	Cosimo
コロンバス	Columbus
コートジボアール	Cote d'Ivoire
ゴールドスミス	Goldsmith
サスペンダー	suspender
シノワ	chinois
シャドーイング	shadowing
シャリー	Schally
シャーマニズム	shamanism
シュトルム	Storm
シュビッタース	Schwitters
シュプレヒコール	Sprechchor
ジュート	jute
スカイラーク	skylark
スカラップ	scallop
スケープゴート	scapegoat
スタインウェイ	Steinway
スールー	Sulu
ゼム	gem
ゾディアック	zodiac
タニア	Tania
タンジール	Tangier
タントラ	tantra
ダイイング	dying
チノパン	chino pants
チューター	tutor
テベレ	Tevere
テンペラ	tempera
ディクショナリー	dictionary
デポルティーボ	deportivo
データグラム	datagram
トカラ	Tochara
トンガ	Tonga
ドーソン	Dawson
ナインティー	ninety
ナディア	Nadia
ナルコレプシー	narcolepsy
ネッシー	Nessie
ネームプレート	nameplate
ノーフォーク	Norfolk
ハウザー	Hauser
ハバネロ	habanero
バイアル	vial
バセドー	Basedow
バターン	Bataan
バックログ	backlog
バルビタール	barbital
バートラム	Bertram
バーナビー	Barnaby
バーミキュライト	vermiculite
バール	Waal
パミール	Pamir
パーフュージョン	perfusion
パーリ	pali
ビアン	bien
ファリード	Fareed
フィリング	filling
フィルチ	Filch
フェリーニ	Fellini
フォーカシング	focusing
フラノ	flano
フレージング	phrasing
ブハーリン	Bukharin
ブラッディー	bloody
ブルート	brute
プリモーリエ	Primorskaya
プルオーバー	pullover
プロコフィエフ	Prokofev
ベアトリクス	Beatrix
ホックニー	Hockney
ボウイ	Bowie
ボッテガ	bottega
ボルゾイ	borzoi
ポラリティー	polarity
ポリメラーゼ	polymerase
マイロ	milo
マクドネル	McDonnell
マスカレード	masquerade
マデイラ	Madeira
マージ	merge
マーベラス	marvelous
ミリオネア	millionaire
メガトン	megaton
メッシ	Messi
メリトクラシー	meritocracy
モトローラ	Motorola
モルドバ	Moldova
モントレー	Monterey
ヤンソン	Jansson
ユニセックス	unisex
ユリシーズ	Ulysses
ラザフォード	Rutherford
ラジオグラフィー	radiography
ラッチ	latch
ラムス	Ramus
ランタナ	Lantana
ランバン	Lanvin
リンド	Lindh
リンドン	Lyndon
ルピック	Lepic
ロタウイルス	rotavirus
アイルトン	Ayrton
アクロバチック	acrobatic
アグリーメント	agreement
アデン	Aden
アリックス	Alix
アルチュセール	Althusser
アルフォンス	Alfons
アレキサンドライト	alexandrite
アローン	alone
アンバンドル	Unbundling
アンモナイト	ammonite
アーリントン	Arlington
イマジン	imagine
イルクーツク	Irkutsk
イワノフ	Ivanov
ウインズ	WINS
ウインドサーフィン	windsurfing
ウッドストック	Woodstock
ウノ	uno
エコノミックス	economics
エリアス	Elias
エーリヒ	Erich
オシリス	Osiris
オレステス	Orestes
カティー	cutty
カトー	Cato
カフカス	Kavkaz
カロチノイド	carotenoid
カンフル	kamfer
ガゼット	gazette
ガルニ	garniture
キト	Quito
キャンプファイア	campfire
キュロット	culotte
キリエ	Kyrie
キロビット	kilobit
クリニカル	clinical
クロコ	crocodile
グリコール	Glykol
ケルベロス	Kerberos
ゲラー	Geller
コクーン	cocoon
コミュニズム	communism
コリンナ	Corinna
コルチコイド	corticoid
コルトー	Cortot
コンスタンティノポリス	Constantinopolis
コンフォート	comfort
ゴスペラー	gospeler
ゴルゴタ	Golgotha
サイディング	siding
サバルタン	subaltern
サピア	Sapir
サマーズ	Summers
サンタバーバラ	Santa Barbara
シェーダー	shader
シクロスポリン	cyclosporin
シンドバッド	Sindbad
ジェボンズ	Jevons
スウェー	sway
スキナー	Skinner
スクイズ	squeeze
スコーピオン	scorpion
ステイヤー	stayer
ストロンチウム	strontium
スピラプラズマ	Spiroplasma
スピロヘータ	Spirochate
スベン	Svend
スライ	sly
セゴビア	Segovia
セシリア	Cecilia
セミコロン	semicolon
セルラー	cellular
セレス	Ceres
ソナグラム	sonagram
ソフマップ	Sofmap
タイフーン	typhoon
タラソセラピー	thalassotherapy
タロ	taro
ダイキャスト	die-cast
ツェッペリン	Zeppelin
ツングース	Tungus
ツンベルク	Thunberg
ティボー	Thibaud
テレコミュニケーション	telecommunications
ディアスポラ	Diaspora
ディマジオ	DiMaggio
デオドラント	deodorant
デビ	Dewi
トライアンフ	Triumph
トラッシュ	trash
トリニティー	Trinity
ドゥルーズ	Deleuze
ドレッドノート	dreadnought
ドンキー	donkey
ヌル	null
ネクサス	nexus
ハイポニカ	hyponica
ハイム	Haim
ハヌマーン	Hanuman
ハンスト	hunger strike
バイカー	biker
バイポーラー	bipolar
バイヨンヌ	Bayonne
バケーション	vacation
バッラ	Valla
バハ	Baja
バラク	Barak
パグ	pug
パリジャン	parisien
パンタグラフ	pantagraph
パーサー	purser
ヒューマニスト	humanist
ヒーリー	Healey
ビアンコ	bianco
ビオチン	biotin
ビオフェルミン	Biofermin
ビルト	bild
ビーシャ	villa
ビードロ	vidro
ファブリス	Fabrice
ファルマン	Farman
フェニル	phenyl
フランクル	Frankl
フラー	Fuller
フローリン	Florin
ブレーンストーミング	brainstorming
ブロッキング	blocking
プレパラート	Praparat
プーシキン	Pushkin
ヘッケル	Haeckel
ベルグル	Worgl
ベーシスト	bassist
ポワレ	poeler
マイン	mine（代名詞）
マエストロ	maestro
マロ	Malot
マージャー	merger
メイベリン	Maybelline
メデジン	Medellin
メルシー	merci
ヤッケ	Jacke
ヤム	yam
ライヒス	Reichs
ラミネート	laminate
ラーゲリ	lager
ラーマン	Rahman
リエゾン	liaison
リダイヤル	redial
リチャーズ	Richards
リデュース	reduce
リドカイン	Lidocain
リドリー	Ridley
リフター	lifter
リボフラビン	riboflavin
リンカー	linker
レコンキスタ	Reconquista
レチノール	retinol
レムス	Remus
レーマン	Lehmann
ロジー	#ИМЯ?
ローアー	lower
ワラキア	Wallachia
アカプルコ	Acapulco
アシメトリー	asymmetry
アスピック	aspic
アトレティコ	atletico
アナトール	Anatole
アブノーマル	abnormal
アメリカーナ	Americana
アルハンブラ	Alhambra
アルブレヒト	Albrecht
アルミサッシ	aluminium sash
アンカラ	Ankara
アントレ	entree
アンビバレント	ambivalent
アーガー	Agha
アーティクル	article
アーニャ	Anja
イクスピアリ	IKSPIARI
イマーム	imam
インスタレーション	installation
インディアナポリス	Indianapolis
インバランス	imbalance
インボルブメント	involvement
ウパニシャッド	upanishad
エウトロピウス	Eutropius
エディット	edit
エレクトロ	electro
エロイーズ	Eloise
エンタメ	entertainment
エンバイロメンタル	environmental
エーブル	able
オクトパミン	octopamine
オスカル	Oscar
オラン	Orang
カバ	kava
カペラ	Capella
カメリア	Camellia
カラード	colored
カルダノ	Cardano
カーポート	carport
ガンプ	Gump
ガーネット	garnet
キュレネ	Cyrene
ギザ	Giza
ギニー	guinea
クラナド	Clannad
クリスティアン	Christian
クリフォード	Clyfford
クリンガー	Klinger
クリープ	creep
クルーソー	Crusoe
グリーンベルト	greenbelt
グルカゴン	glucagon
グレイッシュ	grayish
ケバブ	kabab
ココット	cocotte
コパ	copa
コミュニカティブ	communicative
コルセア	corsair
コーホート	cohort
コールスロー	coleslaw
サマセット	Somerset
サマルカンド	Samarkand
サルト	Sart
ザーメン	Samen
シャーリング	shirring
シュリンク	shrink
シラード	Szilard
ジェミー	Jemmie
ジーニアス	genius
スカビオサ	Scabiosa
スケートボード	skateboard
スコアボード	scoreboard
スザンネ	Susanne
ステンシル	stencil
スラッガー	slugger
セア	ther
ゾル	Sol
タイガ	taiga
タイド	tide
タキトゥス	Tacitus
タルクイニウス	Tarquinius
ダーリン	darling
ダーリング	Darling
チコリ	chicory
チョコボ	Chocobo
チラー	chiller
ディスティリング	distilling
ディラック	Dirac
デュッセルドルフ	Dusseldorf
トッテナム	Tottenham
トワレ	toilette
ドローバー	drawbar
ドワーフ	dwarf
ネブカドネザル	Nebuchadnezzar
ノバク	Novak
バイオリズム	biorhythm
バジリカ	basilica
バトゥル	baturu
バナジウム	vanadium
バランサー	balancer
バレンティノ	Valentino
バレンボイム	Barenboim
バンダ	vanda
パラツキー	Palacky
パラノイア	Paranoia
ヒューイ	Huey
ヒンデミット	Hindemith
ビスキュイ	biscuit
ビバップ	bebop
ビヨンセ	Beyonce
ビーイング	being
ピレウス	Piraeus
フィトンチッド	phytoncide
フィラー	filler
フェティシズム	fetishism
フェンウェイ	Fenway
フォカッチャ	focaccia
フランチシェク	Frantisek
フリーザー	freezer
フローリアン	Florian
ブリリアント	brilliant
ブルデュー	Bourdieu
プラトーン	platoon
プレシャス	precious
プロト	prototype
ヘンナ	henna
ベッラ	Bella
ベリン	Beline
ベリーズ	Belize
ペチコート	petticoat
ペッカ	Pekka
ペッパーズ	Pepper's
ペトロニウス	Petronius
ホジャ	Hodza
ホスファターゼ	phosphatase
ホーキング	Hawking
ボーディサッタ	bodhisattva
ポッカ	POKKA
ポッパー	Popper
ポリライン	polyline
マッカーシズム	McCarthyism
マニッシュ	mannish
マノン	Manon
マリラ	Marilla
マルケス	Marquez
マルメロ	marmelo
マンノース	mannose
マーケッター	marketer
マージナル	marginal
ムコ	muco
メチオニン	methionine
メフィスト	Mephisto
モナーク	Monarch
モネラ	Monera
モノコック	monocoque
ユマ	Uma
ヨニ	yoni
ライデン	Leiden
ラズリ	lazuli
ラマンチャ	La Mancha
ラロキシフェン	raloxifene
リガ	Riga
リジュベネーション	rejuvenation
リド	Lido
リート	Lied
レプラ	Lepra
レーカー	laker
ロチェスター	Rochester
ロックン	rock'n'
ロワゾ	L'oiseau
ロングヘア	longhair
アイガー	Eiger
アウトリーチ	outreach
アグリビジネス	agribusiness
アシル	acyl
アスピレーション	aspiration
アッツ	Attu
アナライザー	analyzer
アニパロ	animation parody
アマランス	amaranth
アルキビアデス	Alkibiades
アルテンベルク	Altenberg
アンラッキー	unlucky
